car_make_value,car_type_value,alimentation_value,carosserie_value,puissance_value,id,name,year,details
AUDI,A1 II,CARB,BER,5,AU52073,25 TFSI 1.0 95,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52010,25 TFSI 1.0 95,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52074,25 TFSI 1.0 95 ADVANCED,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52093,25 TFSI 1.0 95 ADVANCED,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,5,AU52024,25 TFSI 1.0 95 ADVANCED,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52075,25 TFSI 1.0 95 ADVANCED S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52094,25 TFSI 1.0 95 ADVANCED S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,5,AU52061,25 TFSI 1.0 95 ADVANCED 2,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,5,AU52062,25 TFSI 1.0 95 ADVANCED 2 S TRONIC,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,5,AU52029,25 TFSI 1.0 95 ADVANCED S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52082,25 TFSI 1.0 95 AVUS,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BER,5,AU52096,25 TFSI 1.0 95 AVUS S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,5,AU52092,25 TFSI 1.0 95 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BER,5,AU52012,25 TFSI 1.0 95 BUSINESS LINE,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52030,25 TFSI 1.0 95 BUSINESS LINE S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52011,25 TFSI 1.0 95 DESIGN,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52014,25 TFSI 1.0 95 DESIGN LUXE,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52077,25 TFSI 1.0 95 DESIGN LUXE S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52032,25 TFSI 1.0 95 DESIGN LUXE S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52028,25 TFSI 1.0 95 DESIGN S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52060,25 TFSI 1.0 95 ENTRY,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,5,AU52013,25 TFSI 1.0 95 S LINE,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52076,25 TFSI 1.0 95 S LINE S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52031,25 TFSI 1.0 95 S LINE S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52095,25 TFSI 1.0 95 S LINE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,6,AU52047,30 TFSI 110 ADVANCED,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52078,30 TFSI 110 ADVANCED,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,6,AU52063,30 TFSI 110 ADVANCED 2,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,6,AU52064,30 TFSI 110 ADVANCED 2 S TRONIC,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,6,AU52052,30 TFSI 110 ADVANCED S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52079,30 TFSI 110 ADVANCED S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,6,AU52083,30 TFSI 110 AVUS,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BER,6,AU52084,30 TFSI 110 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BER,6,AU52048,30 TFSI 110 BUSINESS LINE,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52053,30 TFSI 110 BUSINESS LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52046,30 TFSI 110 DESIGN,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52050,30 TFSI 110 DESIGN LUXE,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52055,30 TFSI 110 DESIGN LUXE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52051,30 TFSI 110 DESIGN S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52049,30 TFSI 110 S LINE,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52054,30 TFSI 110 S LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52097,30 TFSI 116 ADVANCED,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,6,AU52100,30 TFSI 116 ADVANCED S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,6,AU52099,30 TFSI 116 AVUS,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,6,AU52102,30 TFSI 116 AVUS S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,6,AU52111,30 TFSI 116 BLACK EDITION S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,6,AU52098,30 TFSI 116 S LINE,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,6,AU52101,30 TFSI 116 S LINE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,8,AU52065,35 TFSI 1.5 150 ADVANCED 2 S TRONIC,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,8,AU52039,35 TFSI 1.5 150 ADVANCED S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,8,AU52085,35 TFSI 1.5 150 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BER,8,AU52104,35 TFSI 1.5 150 AVUS S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,8,AU52112,35 TFSI 1.5 150 BLACK EDITION S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,8,AU52041,35 TFSI 1.5 150 BUSINESS LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,8,AU52080,35 TFSI 1.5 150 COMPETITION S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,8,AU52043,35 TFSI 1.5 150 DESIGN LUXE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,8,AU52040,35 TFSI 1.5 150 DESIGN S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,8,AU52042,35 TFSI 1.5 150 S LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,8,AU52103,35 TFSI 1.5 150 S LINE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,11,AU52113,40 TFSI 2.0 207 BLACK EDITION S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,11,AU52066,40 TFSI 2.0 207 S LINE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,11,AU52105,40 TFSI 2.0 207 S LINE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BRK,5,AU52086,ALLSTREET 25 TFSI 95 ADVANCED,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BRK,5,AU52106,ALLSTREET 25 TFSI 95 ADVANCED,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BRK,5,AU52067,ALLSTREET 25 TFSI 95 DESIGN,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BRK,5,AU52035,CITYCARVER 25 TFSI 95 DESIGN,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BRK,5,AU52036,CITYCARVER 25 TFSI 95 DESIGN LUXE,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BRK,6,AU52087,ALLSTREET 30 TFSI 110 ADVANCED,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BRK,6,AU52089,ALLSTREET 30 TFSI 110 ADVANCED S TRONIC,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BRK,6,AU52088,ALLSTREET 30 TFSI 110 AVUS,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BRK,6,AU52090,ALLSTREET 30 TFSI 110 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BRK,6,AU52068,ALLSTREET 30 TFSI 110 DESIGN,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BRK,6,AU52069,ALLSTREET 30 TFSI 110 DESIGN LUXE,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BRK,6,AU52071,ALLSTREET 30 TFSI 110 DESIGN LUXE S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BRK,6,AU52070,ALLSTREET 30 TFSI 110 DESIGN S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BRK,6,AU52107,ALLSTREET 30 TFSI 116 ADVANCED,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BRK,6,AU52109,ALLSTREET 30 TFSI 116 ADVANCED S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BRK,6,AU52108,ALLSTREET 30 TFSI 116 AVUS,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BRK,6,AU52110,ALLSTREET 30 TFSI 116 AVUS S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BRK,6,AU52058,CITYCARVER 30 TFSI 110 DESIGN,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BRK,6,AU52059,CITYCARVER 30 TFSI 110 DESIGN LUXE,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BRK,6,AU52057,CITYCARVER 30 TFSI 110 DESIGN LUXE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BRK,6,AU52056,CITYCARVER 30 TFSI 110 DESIGN S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BRK,8,AU52091,ALLSTREET 35 TFSI 150 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BRK,8,AU52072,ALLSTREET 35 TFSI 150 DESIGN LUXE S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BRK,8,AU52045,CITYCARVER 35 TFSI 150 DESIGN LUXE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BRK,8,AU52044,CITYCARVER 35 TFSI 150 DESIGN S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,6,AU57115,30 TDI 116 BUSINESS EXECUTIVE S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,DIES,BER,6,AU57071,30 TDI 116 BUSINESS LINE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,6,AU57073,30 TDI 116 DESIGN LUXE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,6,AU57070,30 TDI 116 DESIGN S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,6,AU57072,30 TDI 116 S LINE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,6,AU57069,30 TDI 116 S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,6,AU57006,SB 30 TDI 116,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,6,AU57101,SB 30 TDI 116 BUSINESS EXECUTIVE,A partir de 2023,A partir de 2023
AUDI,A3 IV,DIES,BER,6,AU57102,SB 30 TDI 116 BUSINESS EXECUTIVE S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,DIES,BER,6,AU57008,SB 30 TDI 116 BUSINESS LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,6,AU57064,SB 30 TDI 116 BUSINESS LINE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,6,AU57007,SB 30 TDI 116 DESIGN,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,6,AU57010,SB 30 TDI 116 DESIGN LUXE,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,6,AU57066,SB 30 TDI 116 DESIGN LUXE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,6,AU57063,SB 30 TDI 116 DESIGN S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,6,AU57009,SB 30 TDI 116 S LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,6,AU57065,SB 30 TDI 116 S LINE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,6,AU57062,SB 30 TDI 116 S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57085,35 TDI 150,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57117,35 TDI 150 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,DIES,BER,8,AU57116,35 TDI 150 BUSINESS EXECUTIVE S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,DIES,BER,8,AU57129,35 TDI 150 BUSINESS EXECUTIVE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,DIES,BER,8,AU57087,35 TDI 150 BUSINESS LINE,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57033,35 TDI 150 BUSINESS LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,8,AU57130,35 TDI 150 BUSINESS S LINE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,DIES,BER,8,AU57086,35 TDI 150 DESIGN,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57089,35 TDI 150 DESIGN LUXE,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57035,35 TDI 150 DESIGN LUXE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,8,AU57128,35 TDI 150 DESIGN S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,DIES,BER,8,AU57032,35 TDI 150 DESIGN S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,8,AU57088,35 TDI 150 S LINE,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57034,35 TDI 150 S LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,8,AU57031,35 TDI 150 S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,8,AU57080,SB 35 TDI 150,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57104,SB 35 TDI 150 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,DIES,BER,8,AU57123,SB 35 TDI 150 BUSINESS EXECUTIVE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,DIES,BER,8,AU57103,SB 35 TDI 150 BUSINESS EXECUTIVE S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,DIES,BER,8,AU57082,SB 35 TDI 150 BUSINESS LINE,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57013,SB 35 TDI 150 BUSINESS LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,8,AU57081,SB 35 TDI 150 DESIGN,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57084,SB 35 TDI 150 DESIGN LUXE,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57015,SB 35 TDI 150 DESIGN LUXE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,8,AU57122,SB 35 TDI 150 DESIGN S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,DIES,BER,8,AU57012,SB 35 TDI 150 DESIGN S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,8,AU57083,SB 35 TDI 150 S LINE,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,8,AU57124,SB 35 TDI 150 S LINE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,DIES,BER,8,AU57014,SB 35 TDI 150 S LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,8,AU57011,SB 35 TDI 150 S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,DIES,BER,11,AU57118,40 TDI 200 QUATTRO AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,DIES,BER,11,AU57093,40 TDI 200 QUATTRO DESIGN LUXE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,11,AU57092,40 TDI 200 QUATTRO S LINE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,11,AU57105,SB 40 TDI 200 QUATTRO AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,DIES,BER,11,AU57091,SB 40 TDI 200 QUATTRO DESIGN LUXE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BER,11,AU57090,SB 40 TDI 200 QUATTRO S LINE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,DIES,BRK,8,AU57134,ALLSTREET 35 TDI 150 AVUS S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,DIES,BRK,8,AU57133,ALLSTREET 35 TDI 150 DESIGN S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,CARB,BER,6,AU57041,30 TFSI 110,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,6,AU57043,30 TFSI 110 BUSINESS LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,6,AU57042,30 TFSI 110 DESIGN,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,6,AU57045,30 TFSI 110 DESIGN LUXE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,6,AU57044,30 TFSI 110 S LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,6,AU57036,SB 30 TFSI 110,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,6,AU57038,SB 30 TFSI 110 BUSINESS LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,6,AU57037,SB 30 TFSI 110 DESIGN,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,6,AU57040,SB 30 TFSI 110 DESIGN LUXE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,6,AU57039,SB 30 TFSI 110 S LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57021,35 TFSI 150,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57111,35 TFSI 150 AVUS,A partir de 2023,A partir de 2023
AUDI,A3 IV,CARB,BER,8,AU57110,35 TFSI 150 BUSINESS EXECUTIVE,A partir de 2023,A partir de 2023
AUDI,A3 IV,CARB,BER,8,AU57023,35 TFSI 150 BUSINESS LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57022,35 TFSI 150 DESIGN,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57025,35 TFSI 150 DESIGN LUXE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57024,35 TFSI 150 S LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57001,SB 35 TFSI 150,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57097,SB 35 TFSI 150 AVUS,A partir de 2023,A partir de 2023
AUDI,A3 IV,CARB,BER,8,AU57096,SB 35 TFSI 150 BUSINESS EXECUTIVE,A partir de 2023,A partir de 2023
AUDI,A3 IV,CARB,BER,8,AU57003,SB 35 TFSI 150 BUSINESS LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57002,SB 35 TFSI 150 DESIGN,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57005,SB 35 TFSI 150 DESIGN LUXE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,8,AU57004,SB 35 TFSI 150 S LINE,A partir de 2020,A partir de 2020
AUDI,A3 IV,CARB,BER,10,AU57114,40 TFSI QUATTRO 190 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,CARB,BER,10,AU57079,40 TFSI QUATTRO 190 DESIGN LUXE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,CARB,BER,10,AU57078,40 TFSI QUATTRO 190 S LINE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,CARB,BER,10,AU57100,SB 40 TFSI QUATTRO 190 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,CARB,BER,10,AU57077,SB 40 TFSI QUATTRO 190 DESIGN LUXE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,CARB,BER,10,AU57076,SB 40 TFSI QUATTRO 190 S LINE S TRONIC,A partir de 2021,A partir de 2021
AUDI,A3 IV,EH,BER,6,AU57109,30 TFSI 110 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,EH,BER,6,AU57108,30 TFSI 110 BUSINESS EXECUTIVE S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,EH,BER,6,AU57053,30 TFSI 110 BUSINESS LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57055,30 TFSI 110 DESIGN LUXE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57052,30 TFSI 110 DESIGN S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57054,30 TFSI 110 S LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57051,30 TFSI 110 S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57139,30 TFSI 116 BUSINESS EXECUTIVE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,EH,BER,6,AU57138,30 TFSI 116 DESIGN S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,EH,BER,6,AU57140,30 TFSI 116 S LINE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,EH,BER,6,AU57095,SB 30 TFSI 110 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,EH,BER,6,AU57094,SB 30 TFSI 110 BUSINESS EXECUTIVE S TRONIC,A partir de 2023,A partir de 2023
AUDI,A3 IV,EH,BER,6,AU57048,SB 30 TFSI 110 BUSINESS LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57050,SB 30 TFSI 110 DESIGN LUXE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57047,SB 30 TFSI 110 DESIGN S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57049,SB 30 TFSI 110 S LINE S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57046,SB 30 TFSI 110 S TRONIC,A partir de 2020,A partir de 2020
AUDI,A3 IV,EH,BER,6,AU57136,SB 30 TFSI 116 BUSINESS EXECUTIVE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,EH,BER,6,AU57135,SB 30 TFSI 116 DESIGN S TRONIC,A partir de 2024,A partir de 2024
AUDI,A3 IV,EH,BER,6,AU57137,SB 30 TFSI 116 S LINE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,5,AU52073,25 TFSI 1.0 95,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52010,25 TFSI 1.0 95,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52074,25 TFSI 1.0 95 ADVANCED,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52093,25 TFSI 1.0 95 ADVANCED,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,5,AU52024,25 TFSI 1.0 95 ADVANCED,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52075,25 TFSI 1.0 95 ADVANCED S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52094,25 TFSI 1.0 95 ADVANCED S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,5,AU52061,25 TFSI 1.0 95 ADVANCED 2,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,5,AU52062,25 TFSI 1.0 95 ADVANCED 2 S TRONIC,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,5,AU52029,25 TFSI 1.0 95 ADVANCED S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52082,25 TFSI 1.0 95 AVUS,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BER,5,AU52096,25 TFSI 1.0 95 AVUS S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,5,AU52092,25 TFSI 1.0 95 AVUS S TRONIC,A partir de 2023,A partir de 2023
AUDI,A1 II,CARB,BER,5,AU52012,25 TFSI 1.0 95 BUSINESS LINE,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52030,25 TFSI 1.0 95 BUSINESS LINE S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52011,25 TFSI 1.0 95 DESIGN,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52014,25 TFSI 1.0 95 DESIGN LUXE,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52077,25 TFSI 1.0 95 DESIGN LUXE S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52032,25 TFSI 1.0 95 DESIGN LUXE S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52028,25 TFSI 1.0 95 DESIGN S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52060,25 TFSI 1.0 95 ENTRY,A partir de 2021,A partir de 2021
AUDI,A1 II,CARB,BER,5,AU52013,25 TFSI 1.0 95 S LINE,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52076,25 TFSI 1.0 95 S LINE S TRONIC,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,5,AU52031,25 TFSI 1.0 95 S LINE S TRONIC,A partir de 2019,A partir de 2019
AUDI,A1 II,CARB,BER,5,AU52095,25 TFSI 1.0 95 S LINE S TRONIC,A partir de 2024,A partir de 2024
AUDI,A1 II,CARB,BER,6,AU52047,30 TFSI 110 ADVANCED,A partir de 2020,A partir de 2020
AUDI,A1 II,CARB,BER,6,AU52078,30 TFSI 110 ADVANCED,A partir de 2022,A partir de 2022
AUDI,A1 II,CARB,BER,6,AU52063,30 TFSI 110 ADVANCED 2,A partir de 2021,A partir de 2021
